varde
0.08
0.02
0.0
0.0
0.0
0.0
0.64
0.24
0.0
0.0
0.0
0.13
0.23
0.32
0.19333333333333333
0.32
0.14
0.34
0.04
0.02
0.32
0.22
0.06
0.32
0.08
0.11
0.0
0.08
0.38
0.04
0.06
0.0
0.1
0.17
0.42
0.0
0.0001
0.0
0.1
0.04
0.02
0.1
0.6
0.28
0.0
0.04
0.0
0.22
0.44
0.005
0.0
0.18
0.2
0.11
0.08
0.04
0.04
0.04
0.04
0.04
0.0
0.02
0.02
0.66
0.1
0.94
0.2
0.5
0.64
0.0001
0.0
0.46
0.34
0.33
0.5133333333333333
0.42
0.8
0.58
0.5766666666666667
0.335
0.78
0.69
0.32
0.3
0.28
0.18
0.28
0.66
0.4
0.82
0.14
0.2
0.08
0.78
0.28
0.12
0.4
0.22
0.33
0.34
1.0
0.18
0.46
0.18
0.0
0.28
0.0
0.0
0.14
0.14
0.0001
0.24
0.46
0.08
0.14
0.09
0.24
0.1
0.08
0.16
0.0
0.04
0.0
0.0
0.0
0.16
0.09
0.1
0.12
0.0
0.29
0.02
0.08
0.78
0.15
0.03
0.3
0.3
0.1
0.32
0.0
0.0
0.0
0.1733333333333333
0.05
0.0
0.26
0.03
0.14
0.005
0.36
0.3
0.0001
0.02
0.12
0.08
0.04
0.14
0.04
0.02
0.0
0.24
0.32
0.02
0.04
0.06
0.04
0.04
0.18
0.02
0.04
0.66
0.20004999999999998
0.14
0.48
0.4
0.06
0.68
0.1
0.11
0.0
0.2
0.0001
0.12
0.28
0.54
0.0
0.0
0.24
0.15
0.02
0.44
0.14005
0.0
0.0
0.0
0.04
0.14
0.24
0.0
0.0
0.12
0.18
0.02
0.17
0.04
0.0
0.0001
0.06
0.08
0.0
0.0
0.04
0.06
0.12
0.02
0.12
0.26
0.46
0.18666666666666668
0.15
0.1
0.68
0.0
0.1
0.12
0.26
0.16
0.06
0.32
0.18
0.12
0.22
0.4
0.1
0.06
0.32
0.0
0.16
0.2
0.42
0.0
0.0
0.0
0.12
0.04
0.08
0.28
0.49
0.18
0.02
0.06
0.02
0.26
0.0001
0.16
0.06
0.22
0.3
0.24
0.1
0.04
0.1
0.08666666666666666
0.04
0.26
0.06
0.04
0.04
0.94
0.1
0.2
0.6
0.8
0.0
0.1
0.38
0.3
0.52
0.12
0.48
0.98
0.3
0.31
0.2
0.24
0.3
0.3
0.26
0.22
0.27
0.3
0.84
0.28
0.1
0.56
0.29
0.06
0.5
0.505
0.02
0.18
0.0
0.08
0.28
0.0
0.12
0.0
0.04
0.08
0.12
0.02
0.24
0.58
0.16
0.22
0.17
0.16
0.06
0.25
0.06
0.18
0.0
0.12
0.18
0.02
0.175
0.13
0.15
0.1
0.08
0.0
0.04
0.06
0.0
0.82
0.1
0.5
0.0
0.0
0.14
0.0001
0.0001
0.1
0.0
0.0001
0.26
0.0
0.16
0.14
0.28
0.32
0.12
0.07
0.135
0.28
0.14
0.04
0.06
0.0
0.01
0.1
0.32
0.26
0.6
0.36
0.0
0.0
0.04
0.0
0.36
0.0001
0.15
0.06005
0.22
0.02
0.4
0.06
0.04
0.19
0.0
0.63
0.22
0.0001
0.16
0.28
0.05
0.0
0.02
0.32
0.78
0.32
0.46
0.07
0.0
0.0
0.0
0.02
0.18
0.42
0.0
0.0
0.45
0.17
0.04
0.05
0.03
0.0
0.08
0.06
0.0
0.08
0.0
0.0
0.14
0.0
0.47
0.105
0.46
0.1733333333333333
0.66
0.3
0.55
0.0
0.2
0.14
0.18
0.16
0.045
0.66
0.22
0.14
0.34
0.72
0.15
0.13
0.18
0.26
0.52
0.27
0.0001
0.0
0.04
0.0
0.12
0.0
0.0
0.28
0.55
0.06
0.0
0.12
0.04
0.3
0.0001
0.05
0.0
0.16
0.26
0.35
0.06
0.04
0.08
0.16399999999999998
0.0
0.26
0.06
0.04
0.12
0.12
0.0001
0.02
0.0001
0.14
0.0001
0.0
0.02
0.32
0.24
0.32
0.2733333333333333
0.18
0.7
0.98
0.3
0.30333333333333334
0.3
0.34
0.28
0.3
0.22
0.26
0.01
0.26
0.14
0.22
0.18
0.14
0.5
0.1
0.2
0.32
0.18
0.02
0.0
0.0
0.0
0.02
0.0
0.12
0.02
0.1
0.03
0.08
0.02
0.12
0.18
0.34
0.26
0.26
0.22
0.18
0.16
0.1
0.16
0.22
0.12
0.2
0.0
0.23
0.34
0.06
0.0
0.1
0.08
0.0
0.04
0.26
0.66
0.04
0.3
0.0
0.22
0.0001
0.0001
0.14
0.2
0.0
0.0001
0.04
0.03
0.04
0.04
0.16
0.3
0.02
0.06
0.09
0.18502500000000002
0.35
0.28
0.0
0.0
0.0
0.06
0.1
0.42
0.22
0.6
0.36
0.0
0.0
0.0
0.0
0.16
0.26
0.4
0.16
0.74
0.04005
0.12
0.04
0.4
0.07333333333333333
0.07
0.2
0.2
0.0
0.82
0.04
0.0001
0.2
0.32
0.6
0.0
0.06
0.22
0.84
0.32
0.0001
0.2
0.16
0.0
0.14
0.0
0.24
0.54
0.0
0.0
0.08
0.04
0.06
0.0001
0.02
0.06
0.0
0.0
0.28
0.02
0.09
0.28
0.48
0.10400000000000001
0.052000000000000005
0.33333333333333337
0.32
0.08
1.0
0.06
0.24
0.06
0.01
0.14
0.15
0.1
0.37
0.14
0.42
0.15
0.58
0.04
0.06
0.88
0.21
0.02
0.0
0.0
0.05
0.12
0.04
0.04
0.02
0.24
0.16
0.0
0.0
0.0
0.0
0.0001
0.04
0.26
0.22
0.1
0.65
0.0
0.2
0.24
0.22
0.12
0.38
0.0
0.06
0.0
0.06
0.0001
0.02
0.0
0.1
0.0
0.0
0.04
0.48
0.22
0.46
0.1733333333333333
0.22
0.24
0.28
0.26
0.2633333333333333
0.24
0.16
0.18
0.14
0.2
0.26
0.02
0.22
0.24
0.2
0.12
0.22
0.24
0.32
0.26
0.12
0.1
0.24
0.31
0.365
0.2
0.02
0.0
0.0
0.0
0.0
0.0
0.0
0.02
0.08
0.0
0.08
0.04
0.04
0.12
0.12
0.08
0.15
0.12
0.04
0.16
0.1
0.1
0.14
0.68
0.2
0.1
0.3
0.0
0.58
0.042
0.02
0.0
0.0
0.14
0.0
0.0
0.34
0.66
0.54
0.32
0.34
0.0001
0.0001
0.0001
0.36
0.225
0.0
0.0001
0.0
0.0
0.0
0.04
0.06
0.3
0.04
0.04
0.17
0.125025
0.1
0.0
0.18
0.08
0.1
0.46
0.02
0.16
0.06
0.14
0.0
0.0
0.12
0.38
0.03
0.06
0.12
0.05
0.34
0.02
0.46
0.14666666666666667
0.7333
0.33
0.02
0.18
0.38
0.04
0.0001
0.0
0.08
0.7
0.0
0.0001
0.05
0.4
0.05
0.04005
0.34
0.1
0.0
0.3
0.0
0.0
0.36
0.3
0.0
0.0
0.8
0.76
0.52
0.13
0.0
0.28
0.3
0.14
0.02
0.16
0.0
0.0
0.1
0.02
0.5
0.08
0.21
0.2
0.2
0.33666666666666667
0.1
0.12
0.42
0.14
0.02
0.01
0.24
0.52
0.18
0.09
0.74
0.55
0.28
0.05
0.8
0.14
0.16
0.0
0.12
0.34
0.17
0.02
0.06
0.0
0.0
0.22
0.0
0.22
0.25
0.08
0.0
0.0
0.0
0.0
0.02
0.03
0.24
0.18
0.08
0.17
0.0
0.12
0.3
0.18666666666666668
0.04
0.1
0.1
0.08
0.0
0.06
0.18
0.02
0.0
0.18
0.0
0.0
0.14
0.16
0.18
0.22
0.16333333333333333
0.22
0.22
0.16
0.18
0.18666666666666668
0.2
0.24
0.12
0.04
0.2
0.14
0.02
0.22
0.24
0.2
0.1
0.0
0.0
0.15
0.32
0.24
0.04
0.1
0.17
0.185
0.265
0.16
0.02
0.0
0.0
0.0
0.02
0.0
0.0001
0.18
0.02
0.0
0.04
0.1
0.1
0.25
0.04
0.02
0.05
0.08
0.2
0.0
0.02
0.0
0.12
0.0
0.26
0.42
0.08
0.08
0.32
0.3
0.44
0.0
0.18
0.22
0.285
0.66
0.22
0.02
0.04
0.0001
0.01
0.20504999999999998
0.0
0.1
0.2
0.0
0.02
0.0
0.14
0.08
0.38
0.22
0.15
0.135025
0.5
0.06
0.0
0.08
0.1
0.14
0.0
0.6
0.0001
0.16
0.0
0.04
0.0
0.04
0.06
0.16
0.86
0.15
0.16
0.1
0.1
0.36
0.0
0.05
0.18666666666666668
0.16
0.35
0.32
0.4
0.525
0.04
0.0
0.0
0.26
0.08
0.0
0.18
0.58
0.32
0.01
0.13
0.38
0.0
0.0
0.4
0.0
0.0
0.0
0.26
0.0
0.0001
0.07400000000000001
0.25
0.047
0.35
0.08
0.04
0.0
0.24
0.0
0.16
0.0
0.0
0.08
0.06
0.12
0.25
0.09
0.08
0.38666666666666666
0.0
0.0
0.0
0.12
0.0
0.24
0.32
0.56
0.42
0.03
0.55
0.28
0.42
0.26
0.26
0.21
0.14
0.1
0.24
0.23
0.0
0.16
0.04
0.02
0.0001
0.0001
0.06
0.11
0.26
0.0
0.0
0.0
0.0
2.5e-05
0.18
0.19
0.0
0.13
0.0
0.3
0.04
0.06
0.06
0.28
0.0
0.22
0.0
0.18
0.0
0.0
0.0
0.04
0.04
0.026666666666666665
0.02
0.2
0.14
0.09
0.14
0.1
0.02
0.04
0.0
0.0
0.0
0.0
0.12
0.06
0.08
0.06
0.02
0.04
0.04
0.12
0.08
0.0
0.1
0.15
0.0
0.0
0.0
0.0
0.0
0.04
0.04
0.08
0.02
0.09
0.0
0.0
0.14
0.1
0.12
0.14
0.18
0.0
0.06
0.36
0.32
0.26
0.0
0.05
0.045
0.12
0.08
0.32
0.36
0.42
0.0001
0.4
0.26
0.0
0.66
0.28
0.14
0.06
0.18
0.34
0.11
0.06
0.14
0.08
0.0
0.0
0.16
0.26
0.0
0.26
0.42
0.035
0.25
0.16
0.0
0.28
0.24
0.04
0.0
0.05
0.16
0.16
0.32
0.0
0.08
0.02
0.14
0.17
0.0
0.2
0.12
0.09
0.64
0.3
0.56
0.28
0.14
0.107
0.08
0.72
0.53
0.0001
0.04
0.35
0.225
0.08
0.0
0.4
0.18
0.08
0.24
0.11005000000000001
0.61
0.2
0.0
0.0
0.0
0.12
0.22
0.0
0.0
0.0
0.96
0.88
0.59
0.3
0.0
0.68
0.08
0.01
0.0
0.04
0.22
0.1
0.3
0.105
0.09
0.04
0.16
0.0
0.0
0.0
0.0
0.16
0.3
0.25
0.01
0.62
0.06005
0.33
0.44
0.18
0.24
0.28
0.08
0.08
0.04
0.38
0.18
0.36
0.0
0.34
0.0
0.0
0.02
0.0
0.02
0.12
0.0001
0.0
0.0
0.0
0.0
0.05
0.0
0.1
0.125
0.15666666666666665
0.0
0.04
0.0
0.3
0.0
0.0
0.06
0.0
0.0001
0.1
0.0001
0.0
0.02
0.02
0.0
0.14
0.18
0.04666666666666667
0.08
0.0
0.02
0.0
0.0
0.0
0.0
0.04
0.02
0.08
0.04
0.02
0.14
0.04
0.02
0.06
0.0
0.0
0.0
0.0
0.0
0.16
0.12
0.0
0.0
0.0
0.1
0.1
0.0
0.02
0.0
0.0
0.46
0.14
0.18
0.0
0.115
0.06
0.34
0.42
0.44
0.28
0.56
0.42
0.32
0.36
0.54
0.05
0.1
0.12
0.08
0.32
0.16
0.155
0.08
0.22
0.26
0.0
0.02
0.08
0.22
0.06
0.24
0.08
0.035
0.1025
0.005
0.14
0.0
0.28
0.24
0.06
0.0001
0.74
0.1
0.14
0.1
0.0
0.04
0.04
0.14
0.0
0.04
0.36
0.1
0.12
0.5
0.48
0.12
0.38666666666666666
0.14
0.4
0.495
0.5
0.07
0.0
0.08
0.35
0.25
0.08
0.0
0.62
0.36
0.0
0.12
0.19005
0.19
0.28
0.0
0.0
0.0001
0.0
0.04
0.14
0.0
0.0
0.0
0.12
0.08349999999999999
0.2
0.0
0.88
0.04
0.0
0.0001
0.24
0.024
0.08
0.42
0.07
0.09
0.0
0.09333333333333334
0.06
0.16
0.0
0.0
0.0
0.14
0.64
0.16
0.1
0.04
0.28
0.25
0.18
0.16
0.06
0.0
0.08
0.02
0.23
0.0
0.29
0.02
0.16
0.06
0.02
0.0
0.14
0.0
0.0
0.0
0.0
5e-05
0.1
0.14
0.08
0.0
0.0
0.0
0.06
0.0
0.08
0.08
0.06
0.1
0.0
0.1
0.0
0.0
0.0
0.0
0.0
0.06
0.36
0.66
0.62
0.28
0.06
0.28
0.06
0.0
0.06
0.26
0.3
0.48
0.08
0.43
0.35
0.72
0.07
0.44
0.22
0.04
0.0
0.08
0.0001
0.02
0.0
0.04
0.02
0.0
0.0
0.08
0.71
0.0
0.08
0.96
0.1
0.0
0.1
0.005
0.62
0.0
0.78
0.05
0.17
0.0
0.09333333333333334
0.2
0.28
0.0
0.0
0.0
0.0
0.04
0.06
0.14
0.04
0.16
0.2
0.14
0.0
0.32
0.01
0.96
0.38
0.0001
0.0
0.0
0.12
0.04
0.24
0.0
0.1
0.23
0.14615384615384616
0.34
0.24
0.1
0.02
0.1
0.0
0.0
0.0
0.14
0.0
0.04
0.02
0.0
0.02
0.0
0.0
0.0
0.0
0.06
0.02
0.7
0.515
0.42
0.8
0.0
0.32
0.8
0.46
0.02
0.0
0.06
0.0
0.0
0.0
0.0
0.0
0.14
0.04
0.24
0.02
0.08
0.01
0.22
0.08923076923076924
0.78
0.17
0.1
0.11
0.0
0.0
0.02
0.0
0.25
0.22
0.24
0.0
0.0
0.0
0.0
0.16
0.0
0.06
0.0
0.0
0.0
0.0
0.0
0.0
0.04
0.04
0.7
0.21
0.58
0.0
0.0
0.32
0.56
0.68
0.08
0.0
0.02
0.04
0.0
0.0
0.22
0.02
0.16
0.0
0.02
0.96
0.0
0.2
0.05
0.0
0.0
0.04
0.0
0.0
0.0
0.0
0.0
0.12
0.22
0.0
0.0
0.42
0.26
0.2
0.0
0.0
0.0
0.0
0.0
0.12
0.64
0.0
0.08
0.0
0.4
0.0
0.0
0.22
0.27
0.0
0.08
0.02
0.28
0.12
0.0
0.0
0.0
0.0001
0.0
0.0
0.0
0.0
0.28
0.001
0.26
0.3
0.18
0.07
0.1
1.0
0.1
0.0
0.0
0.06
0.64
0.0
0.56
0.0
0.0
0.0
0.0
0.0
0.04
0.04
0.45
0.78
0.0
0.24
0.26
0.16
0.96
0.0
0.0
0.02
0.0
0.0
0.0
0.02
0.13
0.0
0.0
0.04
0.32
0.04
0.2
0.05
0.0
0.1
0.04
0.0
0.0
0.5
0.0
0.0
0.0
0.1
0.18
0.0
0.0
0.0
0.62
0.095
0.5
0.68
0.38
0.78
0.0
0.26
0.0
0.0
0.0
0.25
0.17
0.0001
0.0001
0.0
0.04
0.0
0.4
0.0
0.13
0.6
0.755
0.54
0.0024
0.12
0.06
0.02
0.0
0.0
0.0
0.54
0.82
0.06
0.78
0.1
0.0
0.06
0.0
0.5
0.48
0.08
0.18
0.02
0.0
0.0
0.24
0.0
0.0001
0.0
0.0
0.22
0.06
0.1
0.0
0.04
0.84
0.0
0.17
0.18
0.12
0.09
0.51
0.4
0.87
0.0
0.0
0.0
0.96
0.0
0.0
0.63
0.3
0.02
0.06
0.0001
0.0
0.0
5e-05
0.0
0.0
0.0
0.84
0.16
0.02
0.0
0.085
0.0
0.12
0.46
0.12
0.04
0.06
0.04
0.72
0.0
0.0
0.0
0.02
0.15
0.08
0.0
0.14
0.03
0.0
0.017525
0.04
0.0
0.32
0.02
0.06
0.01
0.0
0.26
0.0
0.16
0.14
0.1
0.0
0.0
0.16
0.12
0.0
0.0
0.16
0.06
0.0
0.0
0.0
0.0
0.0
0.0
0.11
0.0
0.06
0.06
0.0
0.1
0.24
0.2
0.36
0.46
0.0
0.10923076923076923
0.24
0.3
0.01
0.0001
0.15
0.04
0.18
0.48
0.58
0.74
0.23
0.02
0.0
0.0
0.14
0.68
0.0
0.56
0.0
0.04
0.0
0.3
0.28
0.15
0.11
1.0
0.14
0.3
0.24
0.14
0.18
0.0
0.0
0.12
0.24
0.0
0.0
0.0
0.0
0.2
0.02
0.0
0.1
0.04
0.0
0.16
0.0
0.0
0.0
0.0
0.0
0.06
0.0
0.0
0.02
0.04
0.02
0.34
0.16
0.02
0.04
0.01
0.25
0.08
0.38
0.0
0.0
0.0
0.26
0.28
0.0001
0.0
0.02
0.02
0.0
0.3
0.0
0.02
0.8
0.0
0.02
0.0
0.0
0.02
0.02
0.04
0.0
0.0
0.04
0.1
0.98
0.06
0.1
0.0
0.54
0.02
0.15
0.04
0.06
0.74
0.02
0.04
0.0
0.15
0.0
0.25
0.0
0.0
0.02
0.1
0.02
0.0
0.0001
0.98
0.0
0.0
0.01
0.0
0.0001
0.0
0.0
0.0
0.96
0.0
0.0
0.06
0.0
0.47
0.04
0.3
0.06
0.06
0.02
0.0
0.02
0.3
0.08
0.32
0.06
0.0
0.0
0.0
1.0
0.16
0.08
0.06
0.015
0.0
0.4
0.05
0.14
0.01
0.0
0.1
0.0
0.0
0.06
0.0
0.07
0.22
0.0
0.0
0.0
0.06
0.01
0.0
0.02
0.0001
0.2
0.0
0.05
0.0
0.3133333333333333
0.03
0.04
0.0
0.0
0.01
0.34
0.0
0.0
0.04
0.21
0.0
0.0
0.0
0.02
0.0
0.0
0.44
0.1
0.08
0.1
0.0
0.4
0.24
0.1
0.28
0.18
0.67
0.0
0.09846153846153846
0.2
0.1
0.0
0.0001
0.8
0.24
0.42
0.64
0.82
0.88
0.0
0.02
0.12
0.04
0.26
0.7
0.02
0.04
0.0
0.0
0.03
0.16
0.11
0.0
0.3
0.36
0.04
0.045
1.0
0.32
0.1
0.1
0.06
0.18
0.06
0.02
0.12
0.42
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.02
0.0
0.0
0.1
0.14
0.0
0.14
0.0
0.0
0.0
0.06
0.0
0.0
0.02
0.0
0.2
0.0
0.0001
0.02
0.4
0.56
0.06
0.8
0.1
0.48
0.02
0.06
0.06
0.0
0.175
0.0
0.08
0.0
0.26
0.02
0.48
0.0001
0.14
0.02
0.0
0.205
0.06
0.02
0.02
0.0
0.62
0.02
0.0
0.12
0.0
0.02
0.02
0.2
0.06
0.2
0.08
0.08
0.06
0.66
0.06
0.0
0.0
0.0
0.03
0.04
0.013000000000000001
0.16
0.01
0.0
0.48
0.0
0.42
0.0
0.2
0.02
0.0
0.01
0.0
0.0
0.0
0.74
0.0
0.06
0.0
0.0
0.0
0.02
0.24
1.0
0.01
0.0
0.0
0.0
0.0
0.04
0.0
0.02
0.0
0.08
0.55
0.06
0.3
0.24
0.06
0.02
0.0
0.06
0.1
0.04
0.0
0.0
0.0
0.0
0.0
0.06
0.04
0.04
0.14
0.16
0.11
0.02
0.1
0.05
0.14
0.1
0.0001
0.1
0.0
0.0
0.04
0.0
0.16
0.02
0.0
0.0
0.0
0.14
0.01
0.0
0.02
0.0
0.06
0.22
0.0
0.5
0.02
0.28
0.46
0.1
0.0
0.0
0.2
0.3
0.14
0.02
0.0
0.06
0.0
0.04
0.1
0.0
0.06
0.08
0.34
0.1
0.55
0.0
0.02
0.14
0.26
0.16
0.165
0.69
0.0
0.10615384615384615
0.14
0.0
0.07
0.48
0.44
0.86
0.94
0.98
0.0
0.18
0.3
0.26
0.22
0.0
0.0
0.34
0.52
0.78
0.08
0.54
0.05
0.015
0.3
0.26
0.0
0.0
0.08
0.08
0.1
0.12
0.18
0.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.4
0.3
0.0
0.0
0.1
0.0
0.06
0.26
0.0
0.0
0.04
0.0001
0.0
0.0001
0.0
0.0
0.88
0.04
0.04
0.44
0.0001
0.25
0.14
0.16
0.42
0.0
0.16
0.0
0.22
0.3
0.07
0.16
0.0
0.0
0.24
0.16
0.04
0.07333333333333333
0.98
0.02
0.02
0.02
0.16
0.76
0.0
0.245
0.0
0.24
0.0
0.06
0.2
0.08
0.0
0.0
0.18
1.0
0.5
0.0
0.0
0.0
0.02
0.04
0.72
0.18
0.22
0.0
0.04
0.12
0.34005
0.16
0.0001
0.0
0.14
0.0
0.1
0.22
0.0
0.0
0.26
0.0
0.0
0.02
0.1
0.675
0.06
0.0
0.0
0.0
0.0
0.0
0.08
0.0
0.04
0.58
0.17
0.04
0.3
0.08
0.01
0.06
0.04
0.0
0.19
0.72
0.04
0.0
0.0
0.0
0.0
0.2
0.2
0.0
0.14
0.26
0.03
0.16
0.0
0.56
0.8
0.04
0.32
0.0001
0.0
0.08
0.0
0.0
0.04
0.0
0.09
0.0
0.0
0.0
0.0
0.08
0.03
0.0
0.18
0.0
0.0
0.14
0.12
0.02
0.25
0.04
0.39333333333333337
0.02
0.12
0.0
0.05
0.06
0.05
0.06
0.0
0.0
0.04
0.06
0.0
0.0
0.04
0.1
0.4
0.9
0.85
0.28
0.91
0.12
0.08
0.14
0.14
0.22
0.2
0.0
0.0
0.12461538461538461
0.2
0.0
0.0
0.9
0.48
0.02
1.0
0.18
0.26
0.02
0.26
0.6
0.14
0.03
0.2
0.12
0.02
0.0
0.34
0.68
0.8
0.0
0.1
0.3
0.18
0.025
0.3
0.0
0.0
0.0
0.0
0.04
0.2
0.26
0.2
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.18
0.0
0.0
0.0
0.0
0.5
0.5
0.0
0.0
0.06
0.0
0.1
0.28
0.0
0.0
0.0
0.02
0.58
0.0
0.0
5e-05
0.07
0.04
0.02
0.02
0.04
0.04
0.12
0.22
0.005
0.0
0.0
0.06
0.02
0.3
0.44
0.6
0.36
0.0
0.0
0.6
0.46
0.04
0.03333333333333333
0.1
0.0
0.02
0.02
0.46
0.05
0.16
0.0
0.0
0.46
0.16
0.05005
0.1
0.0001
1.0
0.64
0.0
0.0
0.0
0.02
0.0
0.05
0.0
0.04
0.4
0.2
0.16
0.22
0.0
0.0
0.1
0.0
0.0001
0.0
0.0
0.6
0.0
0.0
0.04
0.0
0.08
0.0
0.06
0.0
0.04
0.08
0.0
0.0
0.15
0.06
0.12
0.28
0.04
0.14
0.0
0.0
0.0
0.0
0.0
0.0
0.08
0.08
0.0
0.19
0.02505
0.1
0.2
0.02
0.0
1.0
0.04
0.05
0.02
0.0
0.08
0.0
0.04
0.0
0.01
0.0
0.04
0.03
0.0
0.2
0.11
0.0
0.18
0.0
0.0
0.18
0.12
0.1
0.5
0.04
0.18
0.02
0.04
0.0
0.035
0.0
0.0
0.04
0.0
0.0
0.02
0.09
0.0
0.0
0.0
0.2
0.5
0.825
0.75
0.0001
0.5
0.02
0.0
0.12
0.0
0.06
0.12
0.0
0.16153846153846152
0.06
0.0
0.0
0.12
0.18
0.26
0.16
0.26
0.9
0.26
0.02
0.2
0.16
0.0
0.0
0.0
0.02
0.84
0.14
0.0
0.06
0.3
0.19
0.045
0.04
0.0
0.04
0.0
0.0
0.02
0.1
0.3
0.08
0.14
0.0
0.26
0.1
0.02
0.0
0.02
0.2
0.0
0.02
0.03
0.01
0.7
0.0
0.0
0.0
0.0
0.0
0.0
0.98
0.0
0.04
0.16
0.14
1.0
0.0
0.2
5e-05
0.86
0.02
0.0
0.0001
0.06
0.04
0.06
0.01
0.48
0.8
0.0
0.06
0.12
0.02
0.64
0.08
0.07
0.0
0.06
0.8
0.06
0.07
0.36
0.02
0.08
0.02
0.0
0.02
0.04
0.16
0.0001
0.05
0.0
0.25
0.01
0.0
0.0001
0.0
0.28
0.42
0.9
0.0
